iteration,value_ns
4577,-542
4578,-792
4579,14084
4580,-17625
4581,36416
4582,-39333
4583,4417
4584,4541
4585,-666
4586,10958
4587,-16708
4588,1458
4589,5750
4590,-2125
4591,-167
4592,-208
4593,-1250
4594,1500
4595,833
4596,-3833
4597,6667
4598,-8792
4599,4083
4600,1834
4601,10166
4602,-16000
4603,7000
4604,-2083
4605,28292
4606,-121125
4607,123708
4608,-36125
4609,6542
4610,13291
4611,-15375
4612,1084
4613,11833
4614,-18750
4615,3792
4616,12708
4617,-11208
4618,21750
4619,-6834
4620,-14125
4621,7084
4622,-6000
4623,-500
4624,1958
4625,-4500
4626,7792
4627,-5875
4628,1000
4629,-5209
4630,28209
4631,-28459
4632,7042
4633,-3250
4634,2042
4635,-750
4636,-125
4637,0
4638,11125
4639,-12875
4640,3416
4641,3167
4642,-7417
4643,4542
4644,-1542
4645,15375
4646,-17833
4647,2167
4648,-4959
4649,8417
4650,1208
4651,-5333
4652,-3875
4653,7083
4654,-2583
4655,22375
4656,-27125
4657,7292
4658,-2000
4659,375
4660,-1667
4661,4583
4662,-3500
4663,750
4664,-208
4665,15708
4666,-28166
4667,24750
4668,-14417
4669,875
4670,-3083
4671,2500
4672,11750
4673,-2417
4674,-9500
4675,5167
4676,-3292
4677,1750
4678,-2083
4679,-2584
4680,20084
4681,-20459
4682,4459
4683,-1584
4684,-83
4685,375
4686,3792
4687,666
4688,14084
4689,-17459
4690,-4541
4691,26666
4692,-27666
4693,4500
4694,1333
4695,10583
4696,-4125
4697,-8291
4698,2916
4699,-6583
4700,16042
4701,-4125
4702,-10459
4703,19417
4704,-13708
4705,-2292
4706,-792
4707,250
4708,209
4709,250
4710,-4875
4711,6708
4712,13375
4713,-18458
4714,1750
4715,19958
4716,-22500
4717,1583
4718,1709
4719,333
4720,-1167
4721,1417
4722,917
4723,-1084
4724,-916
4725,16333
4726,-19417
4727,9000
4728,-9333
4729,6292
4730,-6792
4731,6500
4732,-2125
4733,-1208
4734,-5417
4735,8542
4736,15041
4737,-14000
4738,-3208
4739,14875
4740,-20125
4741,7625
4742,-3083
4743,1333
4744,-708
4745,11250
4746,-16292
4747,5292
4748,2041
4749,-1458
4750,-667
4751,14084
4752,-17084
4753,27334
4754,-20459
4755,-4291
4756,208
4757,708
4758,-875
4759,2042
4760,-1125
4761,-3667
4762,4292
4763,11792
4764,-15084
4765,13584
4766,-12792
4767,5333
4768,-3416
4769,375
4770,708
4771,-625
4772,12542
4773,-94709
4774,119750
4775,-28208
4776,5000
4777,-8958
4778,-7375
4779,16333
4780,-6000
4781,-45583
4782,59916
4783,-28958
4784,21750
4785,-19542
4786,3542
4787,13292
4788,3708
4789,-30417
4790,16709
4791,-11125
4792,23666
4793,-24625
4794,10209
4795,-1542
4796,-583
4797,333
4798,-292
4799,12334
4800,-13417
4801,3542
4802,-2375
4803,3458
4804,-3042
4805,-3000
4806,10792
4807,-7375
4808,-250
4809,292
4810,-250
4811,18916
4812,-23583
4813,1292
4814,5875
4815,-2417
4816,-625
4817,-1333
4818,-917
4819,18833
4820,-20083
4821,8583
4822,-5916
4823,18708
4824,-21042
4825,14792
4826,-16750
4827,7083
4828,-6708
4829,6500
4830,-1875
4831,375
4832,16708
4833,-17958
4834,-1250
4835,25458
4836,-17833
4837,-12375
4838,8000
4839,-1083
4840,1708
4841,-1583
4842,-3459
4843,5125
4844,-1583
4845,15792
4846,-19250
4847,8417
4848,-5875
4849,4125
4850,-8209
4851,6459
4852,-2250
4853,7791
4854,-8916
4855,1875
4856,-542
4857,333
4858,6209
4859,-3250
4860,-78000
4861,-14084
4862,116334
4863,-31334
4864,33459
4865,-33834
4866,10875
4867,-6166
4868,12458
4869,-39292
4870,30125
4871,-9166
4872,28250
4873,-27000
4874,12458
4875,-10000
4876,1375
4877,2292
4878,-1292
4879,958
4880,-4416
4881,12291
4882,-10166
4883,1833
4884,16000
4885,-17333
4886,7333
4887,-375
4888,-6292
4889,375
4890,9209
4891,-11667
4892,3333
4893,9750
4894,-17458
4895,4167
4896,3916
4897,-2041
4898,9458
4899,-9167
4900,-1958
4901,-80583
4902,105000
4903,-26417
4904,5625
4905,-875
4906,-83
4907,-250
4908,-250
4909,-2750
4910,4000
4911,16916
4912,-22458
4913,29667
4914,-31792
4915,10375
4916,-5167
4917,1375
4918,-666
4919,208
4920,-458
4921,541
4922,-708
4923,18167
4924,-27250
4925,13791
4926,-2416
4927,3166
4928,-8958
4929,7333
4930,-21833
4931,27583
4932,-9541
4933,1625
4934,15291
4935,-14416
4936,-92125
4937,8041
4938,101875
4939,-28125
4940,8459
4941,2208
4942,-2167
4943,2292
4944,-3125
4945,1875
4946,-4333
4947,37500
4948,-41459
4949,10917
4950,-5000
4951,1542
4952,-167
4953,10125
4954,-12292
4955,4292
4956,-1542
4957,42
4958,-4958
4959,21791
4960,-20708
4961,5792
4962,-4709
4963,4042
4964,292
4965,19583
4966,-20375
4967,-1375
4968,1000
4969,-167
4970,-458
4971,17250
4972,-21458
4973,5875
4974,-2417
4975,458
4976,84
4977,-166792
4978,31125
4979,-62875
4980,186917
4981,24833
4982,-198958
4983,-5334
4984,112000
4985,128542
4986,-83667
4987,42667
4988,-6167
4989,14375
4990,-21416
4991,10000
4992,-7709
4993,14167
4994,-15083
4995,17708
4996,3875
4997,-8333
4998,-160459
4999,194042
5000,-72417
5001,17459
5002,-7625
5003,6458
5004,-3000
5005,-292
5006,5625
5007,-50750
5008,57417
5009,-104333
5010,112208
5011,-181292
5012,209084
5013,-62292
5014,13292
5015,72541
5016,-75708
5017,11750
5018,-5125
5019,-68458
5020,98166
5021,-23916
5022,-193750
5023,4791
5024,30959
5025,33875
5026,151666
5027,-46041
5028,26833
5029,-56833
5030,-106542
5031,46375
5032,-59792
5033,-20666
5034,211083
5035,-38958
5036,2458
5037,29625
5038,-29042
5039,42500
5040,-49750
5041,11834
5042,-4209
5043,40959
5044,-53375
5045,47125
5046,-11959
5047,14625
5048,-41583
5049,41792
5050,-43584
5051,60042
5052,-69625
5053,51792
5054,-12875
5055,-209
5056,-1416
5057,2833
5058,2458
5059,-1458
5060,-5458
5061,3250
5062,-9375
5063,12375
5064,-2792
5065,-4875
5066,10167
5067,-5834
5068,-458
5069,6792
5070,-3042
5071,-4292
5072,2875
5073,-5958
5074,7125
5075,-4583
5076,4333
5077,-3667
5078,0
5079,1584
5080,708
5081,2708
5082,-6333
5083,2167
5084,-125
5085,-1917
5086,1250
5087,-833
5088,3291
5089,-2958
5090,3458
5091,-3625
5092,2209
5093,-1125
5094,-709
5095,875
5096,3625
5097,-1958
5098,-42
5099,-4875
5100,3584
5101,2750
5102,62750
5103,-68125
5104,-76542
5105,113292
5106,-21209
5107,-11458
5108,-133833
5109,139041
5110,-3541
5111,-1292
5112,-958
5113,20333
5114,-10833
5115,-2875
5116,-14000
5117,13750
5118,-3875
5119,-2917
5120,-25208
5121,32083
5122,-8333
5123,1041
5124,-24291
5125,29875
5126,416
5127,15209
5128,-47250
5129,31625
5130,-11750
5131,-16167
5132,44375
5133,-25000
5134,-20917
5135,29709
5136,-6917
5137,1250
5138,-24333
5139,5541
5140,8917
5141,12125
5142,-500
5143,-1750
5144,-20792
5145,26459
5146,-8209
5147,-2250
5148,-16291
5149,6875
5150,2458
5151,-1792
5152,24084
5153,-3792
5154,-500
5155,-7875
5156,375
5157,208
5158,-2041
5159,1916
5160,-583
5161,208
5162,209
5163,41
5164,-791
5165,18291
5166,-18916
5167,4541
5168,-4041
5169,1083
5170,-958
5171,916
5172,-5416
5173,6708
5174,-2083
5175,791
5176,-958
5177,15542
5178,-15584
5179,1375
5180,17792
5181,-19917
5182,2125
5183,-3291
5184,3541
5185,-666
5186,-667
5187,24667
5188,-26709
5189,47584
5190,-71167
5191,64000
5192,-47417
5193,17167
5194,-11167
5195,-83
5196,5833
5197,-2583
5198,375
5199,125
5200,167
5201,-542
5202,-1083
5203,-1584
5204,4125
5205,-750
5206,-4708
5207,2042
5208,2750
5209,-875
5210,541
5211,-750
5212,417
5213,-333
5214,11125
5215,-12167
5216,16167
5217,625
5218,-16750
5219,375
5220,1458
5221,583
5222,5584
5223,-11625
5224,7791
5225,10709
5226,-12042
5227,-1250
5228,333
5229,-1208
5230,-2917
5231,14375
5232,5667
5233,-19792
5234,5167
5235,-1250
5236,-4375
5237,5833
5238,-2125
5239,21625
5240,-26458
5241,15333
5242,-16916
5243,8166
5244,-2125
5245,1000
5246,20459
5247,-4792
5248,-20917
5249,750
5250,2542
5251,2042
5252,24791
5253,-2458
5254,-26125
5255,4583
5256,-1375
5257,-250
5258,459
5259,-3542
5260,9250
5261,-6750
5262,2208
5263,-1791
5264,13708
5265,-11500
5266,-1333
5267,-1125
5268,208
5269,5417
5270,-6667
5271,833
5272,209
5273,10708
5274,-3042
5275,-8000
5276,18917
5277,-21750
5278,14167
5279,-14417
5280,7792
5281,-6125
5282,7500
5283,-6084
5284,2375
5285,2250
5286,250
5287,-8875
5288,15167
5289,-7458
5290,-959
5291,-2000
5292,0
5293,-125
5294,500
5295,-1041
5296,416
5297,-375
5298,-1291
5299,3208
5300,4792
5301,-10417
5302,6250
5303,9542
5304,-14792
5305,15250
5306,-13500
5307,1458
5308,584
5309,-1042
5310,-83
5311,-584
5312,24167
5313,-29292
5314,11834
5315,-7209
5316,8792
5317,-7875
5318,125
5319,7250
5320,-9250
5321,3667
5322,5291
5323,-6083
5324,-4667
5325,24417
5326,-25417
5327,10125
5328,-5750
5329,2000
5330,-1166
5331,15708
5332,-19500
5333,7917
5334,-5375
5335,1708
5336,-625
5337,3167
5338,-2667
5339,458
5340,-1833
5341,2292
5342,-1000
5343,1583
5344,-4542
5345,5209
5346,4875
5347,-7625
5348,83
5349,2583
5350,-2208
5351,417
5352,-584
5353,1750
5354,-1500
5355,-4625
5356,6625
5357,-2500
5358,10250
5359,-12208
5360,2917
5361,-709
5362,18792
5363,-22375
5364,5500
5365,-2208
5366,-3250
5367,2708
5368,1417
5369,13750
5370,-19917
5371,7542
5372,-1167
5373,-1000
5374,17250
5375,-20875
5376,11958
5377,-12208
5378,6500
5379,-2250
5380,-1333
5381,1291
5382,27125
5383,-31791
5384,6791
5385,-1708
5386,20958
5387,-21708
5388,-2500
5389,3958
5390,-6208
5391,6375
5392,-2333
5393,2041
5394,-125
5395,-500
5396,-458
5397,0
5398,-375
5399,292
5400,-4959
5401,34625
5402,-35666
5403,8916
5404,-3000
5405,709
5406,-792
5407,10042
5408,-12584
5409,2959
5410,-459
5411,32167
5412,-43667
5413,15500
5414,-5500
5415,2417
5416,-875
5417,375
5418,-2958
5419,4833
5420,5833
5421,-8541
5422,750
5423,23708
5424,-29042
5425,7000
5426,-3333
5427,1583
5428,-708
5429,375
5430,-708
5431,6250
5432,4916
5433,-9125
5434,-1125
5435,18417
5436,-21458
5437,22458
5438,-23250
5439,6917
5440,-750
5441,2333
5442,-1750
5443,-2250
5444,23167
5445,-51792
5446,35250
5447,250
5448,-11292
5449,5917
5450,-4417
5451,7417
5452,7333
5453,-14833
5454,208
5455,4209
5456,-2500
5457,541
5458,-291
5459,26416
5460,-34750
5461,13000
5462,-5333
5463,1250
5464,1167
5465,-1209
5466,-3708
5467,6208
5468,-2791
5469,41
5470,-166
5471,18833
5472,-22292
5473,6500
5474,-4333
5475,8417
5476,-6000
5477,-2792
5478,-1083
5479,5000
5480,-2042
5481,-42
5482,-333
5483,18958
5484,-23375
5485,18042
5486,-13417
5487,-750
5488,625
5489,-4333
5490,8833
5491,-5625
5492,2084
5493,-834
5494,167
5495,-458
5496,10541
5497,-11291
5498,1666
5499,-416
5500,3708
5501,10208
5502,-16541
5503,3416
5504,-916
5505,-625
5506,541
5507,-416
5508,21375
5509,-26000
5510,3916
5511,-2666
5512,1375
5513,8708
5514,-6667
5515,2959
5516,-1500
5517,-334
5518,84
5519,5166
5520,-22375
5521,26667
5522,-13083
5523,4458
5524,-500
5525,-1208
5526,-1084
5527,5084
5528,-4417
5529,1500
5530,22792
5531,-27500
5532,2333
5533,19750
5534,-22208
5535,5541
5536,-1708
5537,-125
5538,2958
5539,5834
5540,-10375
5541,8416
5542,-7833
5543,1583
5544,-1166
5545,24333
5546,-15916
5547,-8250
5548,708
5549,-417
5550,12375
5551,-14458
5552,2083
5553,625
5554,1709
5555,-1125
5556,-584
5557,29792
5558,-36667
5559,7792
5560,-1542
5561,625
5562,-3291
5563,3375
5564,-417
5565,-4292
5566,5792
5567,-2667
5568,-250
5569,2167
5570,16167
5571,-3542
5572,-15375
5573,3958
5574,-2333
5575,667
5576,-750
5577,5916
5578,-6875
5579,1125
5580,-2708
5581,24333
5582,-25583
5583,6167
5584,11333
5585,-15292
5586,2542
5587,-2167
5588,-3291
5589,1583
5590,-9583
5591,-6334
5592,-63750
5593,86959
5594,-97000
5595,101125
5596,-32500
5597,12666
5598,13000
5599,-3458
5600,6500
5601,-6458
5602,7833
5603,-6458
5604,1625
5605,-667
5606,44750
5607,-65083
5608,23500
5609,-17542
5610,16583
5611,-750
5612,-60625
5613,86334
5614,-30792
5615,14458
5616,-10166
5617,-17500
5618,4083
5619,8375
5620,-3708
5621,-7167
5622,13625
5623,-17500
5624,-23042
5625,177584
5626,-301000
5627,127625
5628,24791
5629,16292
5630,333
5631,-5291
5632,4500
5633,-5334
5634,3125
5635,-1000
5636,4042
5637,-4375
5638,3958
5639,-5291
5640,-19959
5641,27625
5642,750
5643,-7958
5644,-18667
5645,26584
5646,-11750
5647,12791
5648,-185291
5649,217625
5650,-60375
5651,24708
5652,1042
5653,-9250
5654,2208
5655,-583
5656,-1042
5657,875
5658,-8083
5659,-250
5660,17250
5661,-17834
5662,-148791
5663,183833
5664,-31917
5665,15167
5666,-10500
5667,5750
5668,-1292
5669,-375
5670,417
5671,-750
5672,42
5673,-12334
5674,16625
5675,-5125
5676,709
5677,-9375
5678,14333
5679,-2875
5680,-333
5681,-8250
5682,-4417
5683,13500
5684,49750
5685,-53917
5686,-291
5687,41
5688,-416
5689,26416
5690,-33500
5691,13917
5692,250
5693,-5917
5694,2167
5695,-3125
5696,4167
5697,-1917
5698,2708
5699,22125
5700,-56875
5701,40667
5702,-11458
5703,-1250
5704,5458
5705,11667
5706,-9875
5707,-2084
5708,-1166
5709,125
5710,-667
5711,833
5712,-750
5713,2459
5714,-23834
5715,62125
5716,-53583
5717,15250
5718,-6250
5719,1792
5720,5458
5721,8125
5722,-4625
5723,-10583
5724,2291
5725,-37125
5726,28334
5727,-917
5728,-5458
5729,-417
5730,1958
5731,21334
5732,-79625
5733,94791
5734,-31375
5735,13459
5736,-2209
5737,-5250
5738,7292
5739,-3000
5740,-10292
5741,13500
5742,4500
5743,-9000
5744,2417
5745,-417
5746,-55083
5747,65708
5748,-185583
5749,218208
5750,-52375
5751,12209
5752,-15709
5753,31625
5754,-25416
5755,-4042
5756,-792
5757,13792
5758,-3000
5759,-3583
5760,6500
5761,-3459
5762,6125
5763,-11041
5764,-6625
5765,-2084
5766,11417
5767,-13042
5768,709
5769,15375
5770,-22792
5771,29667
5772,-4500
5773,-16084
5774,21000
5775,-14541
5776,11583
5777,-6333
5778,-4417
5779,7292
5780,6416
5781,-35916
5782,41291
5783,-15583
5784,-54083
5785,77375
5786,-23209
5787,3917
5788,1042
5789,-17917
5790,19750
5791,-4375
5792,-59875
5793,71792
5794,-11042
5795,4208
5796,-7125
5797,-1250
5798,-125
5799,4875
5800,-6416
5801,5916
5802,-1333
5803,8333
5804,-8250
5805,209
5806,-12709
5807,17667
5808,-6333
5809,1708
5810,1750
5811,-667
5812,-8583
5813,5417
5814,-10000
5815,9500
5816,-917
5817,5000
5818,-64958
5819,74875
5820,-18042
5821,3958
5822,4500
5823,-2166
5824,26125
5825,-22250
5826,-4334
5827,459
5828,791
5829,-458
5830,-1500
5831,-3500
5832,6875
5833,31125
5834,-37333
5835,6083
5836,18042
5837,-27625
5838,11416
5839,-5083
5840,-58875
5841,76667
5842,-19834
5843,4084
5844,-84
5845,-1000
5846,8750
5847,-10750
5848,2709
5849,208
5850,-2625
5851,4000
5852,-2125
5853,22917
5854,-30334
5855,10917
5856,-2750
5857,-292
5858,875
5859,2542
5860,-8958
5861,9250
5862,-9000
5863,541
5864,750
5865,12459
5866,-7959
5867,-5625
5868,2000
5869,834
5870,2916
5871,-1125
5872,33250
5873,-39291
5874,18041
5875,-12125
5876,1125
5877,-208
5878,2625
5879,-3792
5880,3625
5881,6792
5882,-10083
5883,2000
5884,22500
5885,-29792
5886,15500
5887,-12792
5888,4750
5889,9084
5890,-1375
5891,-4875
5892,-4834
5893,375
5894,625
5895,209
5896,19958
5897,-25583
5898,9875
5899,10125
5900,-12709
5901,-31833
5902,49083
5903,-24208
5904,9333
5905,-6000
5906,2000
5907,6834
5908,4833
5909,-15625
5910,4375
5911,-2125
5912,2208
5913,-167250
5914,208584
5915,-53459
5916,13459
5917,-3542
5918,375
5919,-667
5920,14000
5921,-15250
5922,4125
5923,-6458
5924,6583
5925,9542
5926,5042
5927,-19959
5928,7334
5929,-4834
5930,1542
5931,-792
5932,17542
5933,-23875
5934,9500
5935,-3292
5936,125
5937,26042
5938,-27333
5939,5583
5940,-9042
5941,15375
5942,-12958
5943,2667
5944,20333
5945,-27250
5946,21083
5947,-8708
5948,-7292
5949,-2583
5950,5250
5951,-124500
5952,157083
5953,-38458
5954,34667
5955,-67209
5956,64500
5957,-34208
5958,8917
5959,-2875
5960,-3042
5961,6042
5962,11791
5963,-16708
5964,2542
5965,-167
5966,2917
5967,-4834
5968,20584
5969,-25667
5970,14333
5971,-7666
5972,1583
5973,-1042
5974,542
5975,-875
5976,458
5977,-541
5978,-2584
5979,4125
5980,8125
5981,-11833
5982,3292
5983,-750
5984,166
5985,-458
5986,750
5987,-3333
5988,4333
5989,-5125
5990,7500
5991,-7542
5992,17834
5993,-164292
5994,8792
5995,178916
5996,-46708
5997,12458
5998,11625
5999,-16500
6000,2667
6001,-4042
6002,3917
6003,-667
6004,4375
6005,-2083
6006,-2750
6007,15833
6008,-18500
6009,5125
6010,3625
6011,-6750
6012,959
6013,-3500
6014,4458
6015,-875
6016,-625
6017,15250
6018,-20792
6019,8417
6020,5792
6021,708
6022,2708
6023,10334
6024,-30542
6025,7083
6026,2750
6027,-583
6028,-1000
6029,13333
6030,-15541
6031,-110959
6032,157084
6033,-35959
6034,-11541
6035,6291
6036,-1708
6037,1083
6038,3334
6039,5041
6040,-202833
6041,267542
6042,-208834
6043,-61833
6044,43208
6045,172625
6046,-32000
6047,42
6048,-4333
6049,541
6050,10709
6051,-23834
6052,19500
6053,-7416
6054,7416
6055,-10291
6056,3791
6057,-5833
6058,11500
6059,-11625
6060,37000
6061,-17208
6062,2833
6063,-2208
6064,5375
6065,-6292
6066,12708
6067,1042
6068,-12875
6069,8458
6070,-6875
6071,14792
6072,-14208
6073,7916
6074,-11291
6075,2833
6076,22000
6077,-29583
6078,-149875
6079,197791
6080,-69500
6081,24209
6082,27416
6083,-32333
6084,-2417
6085,5459
6086,-2042
6087,16875
6088,-25292
6089,10834
6090,-60334
6091,71834
6092,-9000
6093,3208
6094,-23833
6095,23458
6096,-3417
6097,-164708
6098,214750
6099,-67833
6100,-114375
6101,169708
6102,-38958
6103,2708
6104,5125
6105,-42
6106,-6041
6107,19125
6108,-18459
6109,8417
6110,-32208
6111,37250
6112,1041
6113,-16375
6114,5834
6115,-3875
6116,4000
6117,-4875
6118,12375
6119,-15584
6120,15834
6121,-9584
6122,-1000
6123,-9291
6124,10250
6125,14250
6126,1625
6127,-15625
6128,-25042
6129,31833
6130,-20708
6131,5458
6132,-1333
6133,-5708
6134,9333
6135,-99833
6136,138666
6137,-38750
6138,8000
6139,-59708
6140,77292
6141,-20959
6142,1625
6143,-2583
6144,5583
6145,-27916
6146,28916
6147,-2375
6148,-13666
6149,4208
6150,7958
6151,3667
6152,-4583
6153,3625
6154,-4375
6155,2916
6156,-13333
6157,20167
6158,5958
6159,-41125
6160,30667
6161,-47334
6162,65834
6163,-32334
6164,1167
6165,-80500
6166,105417
6167,-10209
6168,-6875
6169,7042
6170,-10250
6171,-19125
6172,11625
6173,13667
6174,-2209
6175,-24375
6176,36334
6177,-3709
6178,-33916
6179,45250
6180,-47417
6181,42583
6182,-46666
6183,64541
6184,-37708
6185,6875
6186,-25083
6187,28125
6188,-6292
6189,-9083
6190,17708
6191,-4333
6192,17541
6193,-24416
6194,-10167
6195,17792
6196,-29167
6197,30000
6198,-16375
6199,-3500
6200,-1000
6201,1958
6202,21792
6203,-33167
6204,19875
6205,13209
6206,-20834
6207,22667
6208,10458
6209,-4458
6210,-15208
6211,-16959
6212,33250
6213,-16416
6214,-11042
6215,5542
6216,-3709
6217,10500
6218,-2666
6219,-1125
6220,-5709
6221,8417
6222,5333
6223,-18750
6224,19250
6225,-6291
6226,3041
6227,-2333
6228,-1917
6229,12250
6230,-14416
6231,-6167
6232,26833
6233,-14750
6234,2792
6235,2083
6236,-1583
6237,-1958
6238,-2209
6239,-3166
6240,8875
6241,-2959
6242,1000
6243,-5041
6244,1542
6245,-4084
6246,2042
6247,-1083
6248,-9000
6249,10916
6250,-2666
6251,5166
6252,2542
6253,-5333
6254,5583
6255,-3250
6256,-11792
6257,10459
6258,500
6259,6708
6260,-7750
6261,-2167
6262,8209
6263,-9584
6264,-7250
6265,21750
6266,-18583
6267,7875
6268,-3542
6269,1459
6270,250
6271,500
6272,-2084
6273,1125
6274,1625
6275,11917
6276,-16167
6277,7834
6278,-5834
6279,-7250
6280,15417
6281,-10583
6282,-11750
6283,32416
6284,-18541
6285,5833
6286,8875
6287,-16167
6288,6167
6289,-3917
6290,709
6291,0
6292,875
6293,-709
6294,3667
6295,4625
6296,-11083
6297,20708
6298,-21708
6299,16333
6300,-15042
6301,4125
6302,-24666
6303,31041
6304,-11291
6305,6666
6306,5667
6307,-15875
6308,-13667
6309,28292
6310,-6583
6311,-84
6312,-24791
6313,41250
6314,-125459
6315,136250
6316,-26500
6317,-3791
6318,1583
6319,2167
6320,-3417
6321,2000
6322,-22625
6323,38750
6324,-19292
6325,3875
6326,16959
6327,-22459
6328,4834
6329,2000
6330,-3500
6331,4666
6332,-4500
6333,1250
6334,667
6335,1750
6336,-4625
6337,1917
6338,7833
6339,2125
6340,11167
6341,-23167
6342,5542
6343,-3250
6344,-542
6345,83
6346,13542
6347,-542
6348,-14291
6349,3208
6350,-875
6351,3000
6352,-4083
6353,5458
6354,-4625
6355,1833
6356,-2083
6357,-250
6358,15042
6359,-13000
6360,6041
6361,-2166
6362,-7459
6363,8750
6364,125
6365,-10208
6366,9833
6367,-28375
6368,27834
6369,-9500
6370,2666
6371,4959
6372,5208
6373,-8833
6374,-1500
6375,1958
6376,4000
6377,-6458
6378,2666
6379,3875
6380,6250
6381,-14333
6382,2708
6383,1750
6384,3542
6385,4875
6386,-7083
6387,-3417
6388,-208
6389,2791
6390,-26625
6391,36875
6392,-20250
6393,16000
6394,-15333
6395,7917
6396,5208
6397,1708
6398,-11750
6399,4167
6400,1500
6401,4375
6402,-2333
6403,-6000
6404,2041
6405,1292
6406,6417
6407,-9125
6408,1958
6409,10458
6410,-11333
6411,9250
6412,-11250
6413,4583
6414,-3083
6415,0
6416,1542
6417,625
6418,-3792
6419,4333
6420,7542
6421,-13083
6422,6916
6423,-3291
6424,-459
6425,792
6426,-83
6427,375
6428,-3167
6429,3250
6430,83
6431,-3791
6432,6208
6433,5708
6434,-5833
6435,9542
6436,-34709
6437,29709
6438,-11334
6439,4667
6440,-2333
6441,-61542
6442,79792
6443,-19709
6444,4625
6445,5000
6446,5959
6447,-14000
6448,2208
6449,-1625
6450,2458
6451,10625
6452,-12416
6453,2125
6454,-917
6455,-2375
6456,4375
6457,-3333
6458,3208
6459,7917
6460,-12167
6461,4125
6462,750
6463,-4125
6464,833
6465,-625
6466,3292
6467,2417
6468,-24542
6469,28333
6470,-208
6471,-8083
6472,-1375
6473,3416
6474,709
6475,3708
6476,-32250
6477,31417
6478,-4042
6479,9917
6480,-13209
6481,4417
6482,-5000
6483,9583
6484,-9791
6485,1750
6486,16750
6487,-10875
6488,-5667
6489,2333
6490,-2625
6491,-458
6492,1167
6493,-2000
6494,3166
6495,6667
6496,-5375
6497,-5542
6498,4334
6499,-157709
6500,113667
6501,53417
6502,-14542
6503,11375
6504,-100250
6505,114417
6506,-30750
6507,18083
6508,-9167
6509,1209
6510,-1417
6511,2208
6512,-3458
6513,11875
6514,-26875
6515,19500
6516,-4000
6517,2542
6518,-3125
6519,3208
6520,-1625
6521,-3042
6522,7459
6523,-29250
6524,29125
6525,1250
6526,-4375
6527,-2292
6528,1958
6529,-3041
6530,8958
6531,-4333
6532,666
6533,-4583
6534,25625
6535,-25083
6536,3791
6537,-1166
6538,5625
6539,-9417
6540,6875
6541,3750
6542,-10667
6543,6792
6544,-3125
6545,1125
6546,-134292
6547,5527792
6548,-488333
6549,-82584
6550,44959
6551,-52209
6552,18875
6553,196709
6554,-56084
6555,18959
6556,-16125
6557,2583
6558,24792
6559,-28084
6560,34500
6561,-5416
6562,2791
6563,15375
6564,-23708
6565,-1625
6566,5750
6567,5833
6568,-14750
6569,8709
6570,-32167
6571,13292
6572,22875
6573,-14625
6574,5916
6575,7334
6576,-12292
6577,-15833
6578,24875
6579,6666
6580,-39875
6581,14167
6582,17542
6583,1500
6584,-24417
6585,34625
6586,-44625
6587,18958
6588,25084
6589,-43375
6590,10583
6591,3083
6592,-7041
6593,6041
6594,-5083
6595,375
6596,458
6597,30875
6598,-38625
6599,49792
6600,-29458
6601,36541
6602,-35750
6603,-15708
6604,2458
6605,31292
6606,-13750
6607,-22625
6608,31958
6609,4709
6610,-30667
6611,25875
6612,-28583
6613,-127709
6614,186042
6615,-33042
6616,-3875
6617,-458
6618,3000
6619,-3042
6620,-1250
6621,-21833
6622,34292
6623,-13792
6624,-20875
6625,16167
6626,20083
6627,-12625
6628,1500
6629,-25625
6630,32583
6631,-11375
6632,-20250
6633,12709
6634,11208
6635,10000
6636,-31125
6637,2583
6638,32209
6639,-19334
6640,-18250
6641,35834
6642,-40209
6643,39834
6644,-40209
6645,36750
6646,-20083
6647,19833
6648,15917
6649,-25167
6650,8375
6651,-10791
6652,8208
6653,500
6654,7208
6655,-15791
6656,3083
6657,1708
6658,-791
6659,-2584
6660,5375
6661,-6125
6662,5042
6663,-1875
6664,-83
6665,-25667
6666,32500
6667,-8125
6668,-1083
6669,3833
6670,5542
6671,-8500
6672,625
6673,1041
6674,-3375
6675,1000
6676,4917
6677,5042
6678,2166
6679,-14708
6680,8125
6681,-5125
6682,1917
6683,-2500
6684,-50792
6685,81125
6686,-29875
6687,7792
6688,-1750
6689,-7667
6690,-8708
6691,11083
6692,1750
6693,-40042
6694,30375
6695,20459
6696,-12500
6697,20500
6698,-73125
6699,74708
6700,-26083
6701,5416
6702,-1541
6703,-1750
6704,-20667
6705,31042
6706,-8209
6707,1500
6708,19875
6709,-30916
6710,13833
6711,12167
6712,13375
6713,-35084
6714,4709
6715,4125
6716,-3042
6717,-1792
6718,-18208
6719,15708
6720,-113041
6721,152166
6722,-7375
6723,-32500
6724,15209
6725,-16625
6726,5208
6727,-7667
6728,6709
6729,-11625
6730,3000
6731,5583
6732,-5917
6733,209
6734,10125
6735,-14500
6736,8583
6737,-12333
6738,-709
6739,6959
6740,1750
6741,-8125
6742,8750
6743,250
6744,-99542
6745,139542
6746,-101125
6747,95291
6748,-40583
6749,-2208
6750,2791
6751,3417
6752,1208
6753,-2250
6754,7834
6755,-15459
6756,-178291
6757,224833
6758,-57083
6759,-7875
6760,57291
6761,-44125
6762,35584
6763,-28542
6764,20750
6765,-19708
6766,9083
6767,-42
6768,-27625
6769,31792
6770,-12250
6771,-1292
6772,10375
